mfcc1	mfcc2	mfcc3	mfcc4	mfcc5	mfcc6	mfcc7	mfcc8	mfcc9	mfcc10	mfcc11	mfcc12	mfcc13	chroma1	chroma2	chroma3	chroma4	chroma5	chroma6	chroma7	chroma8	chroma9	chroma10	chroma11	chroma12	cent1	cent2	zcr1	zcr2	tempo1	rms1	rms2	flat1	flat2
-90.64326361774638	100.0911755707277	-23.929041899152054	52.59300665985864	-20.921095860913073	31.4919827919365	-11.215682822181236	20.07836170866449	-10.893811717555627	17.551390888177583	-14.089796646486889	12.984856238477127	-11.429146562466268	0.4697053572245223	0.3419734862915419	0.3656741697293874	0.3852543938807085	0.44584326915237327	0.4427554485882393	0.44569439861512977	0.6507459997789982	0.46218535480852374	0.46076513250670675	0.4476947465485277	0.3972966471480811	2310.498240496839	437.32772280186924	0.12843231885634185	0.049316772447832585	123.0	0.12545542418956757	0.04133864492177963	0.009164348244667053	0.008551020175218582
-163.21676641259359	89.77884424917497	12.976252825855559	80.7023022985999	3.6653806073336708	39.73874089409412	-5.4067338395008075	26.493731303341995	-13.169927073383597	2.704876873720852	-20.550134796362595	6.014821531704681	-2.903658856239135	0.41315913832842777	0.3768661032798075	0.3269747688268803	0.37644803637561136	0.3154799739075119	0.2876886884582247	0.35987048913195	0.4302602985371269	0.5444420509399619	0.5705238682026156	0.6339338299650755	0.5175944139295338	1739.134032915427	380.68930527954944	0.048048310010634185	0.016315251808262494	129.0	0.14835843443870544	0.026610970497131348	0.0016980449436232448	0.0012229705462232232
-350.4346563568777	169.53998816441958	31.811311963858778	16.683826704380817	28.706919524175685	19.251599998374733	7.864568683589293	10.033660441013666	4.731571047285548	2.9131095012678445	3.922058940431011	1.825483612592073	-5.968805505382669	0.4151828543984546	0.1888464263491493	0.2387979586845032	0.33472216615854256	0.37592270100892006	0.38532607751083076	0.5218033751065676	0.29890654027038527	0.33424957375002634	0.3978813821614925	0.4405258448857828	0.5991145213636637	570.0403547660546	323.61389740119574	0.02169698315448569	0.010838293447427707	144.0	0.06587731093168259	0.042459748685359955	0.00045353671885095537	0.004866655915975571
-256.0166776323774	110.85584812964592	21.525789433530285	67.54189814614801	4.306012649495461	43.08662688616709	-4.494885962933637	10.416362311444324	-8.694551727944775	1.6574183665538207	-20.587049024805417	-2.451857261649741	-7.1194588072747305	0.2752685134525941	0.36531684810968074	0.3468468794311276	0.3287838610001362	0.21955410588136384	0.23843555431534355	0.18780494126501476	0.17454740490554968	0.21843150766393388	0.2567946292061995	0.42235096670188327	0.2967688726608158	1318.1914651872382	642.0390106890756	0.039961269818252126	0.027567029065949853	123.0	0.08858688175678253	0.021393615752458572	0.0010642734123393893	0.00305358087643981
-328.5607087471809	102.72851243157005	19.83658411859177	26.70600946196402	7.145409876080338	22.727984646524234	-6.9517268433561386	12.816983084446404	-10.727913243138168	-0.42469418930484015	-12.378795558421393	-8.898336997789116	-9.208457470899855	0.32077479621448596	0.12668310110868974	0.08788720226284578	0.19909562099621345	0.3407916225757882	0.6228732540982198	0.35184527665331145	0.19941625249379433	0.20563432445071822	0.17795886248761428	0.16847118736606692	0.182177414442874	1188.3081417864564	607.8522619693967	0.048163866130123745	0.0356653236643039	123.0	0.0691884383559227	0.04725397378206253	0.00043468925287015736	0.001060871290974319
-133.01597078616524	105.734449951259	-22.149999287584325	41.83110308638851	-26.9845773967197	19.115876090511033	-26.562516134236514	19.23076249808201	-15.338011989295602	6.986510953353532	-10.808672047964945	6.796416508272178	-11.725246338587336	0.4046722202071878	0.2849144001603683	0.23896642390487494	0.273592934279947	0.34032426371250624	0.45583644749762886	0.300019073502252	0.2651493864708064	0.25047542669162753	0.3216274638946041	0.41531749765116044	0.32281513666363054	2159.3919998358315	573.4749893021323	0.09834769854505027	0.041776611206590125	144.0	0.10613685846328735	0.03325778618454933	0.004830973222851753	0.004661748185753822
-2.5103702840613975	101.25532037361424	-33.92262632840619	41.525251065669785	-13.80300437663118	31.91794042157602	-21.868831429924203	24.465660037176388	-15.86925261477513	15.80054899795323	-14.362423740356794	12.509907414743546	-13.36896561466308	0.3443208491557306	0.5280560304619754	0.47409101501322515	0.5390771622102887	0.32990044140264696	0.3290072465389466	0.30910440363522085	0.42538342571453724	0.404508952056602	0.35714799514578033	0.5587646466059963	0.37075256056671674	2333.510453703183	299.69182109519517	0.12381951493619489	0.02364034993333738	123.0	0.25811767578125	0.052258916199207306	0.0100236926227808	0.00534629775211215
-206.93811222264708	117.79183775471891	23.26499249182825	28.30004707474092	-1.1022839602894823	18.867185522704187	-21.971612929917573	17.848025623025055	-25.590238971010518	2.1351051126130542	-17.777297809712703	-8.010591686942904	-17.620142976435055	0.2455095571729894	0.16352933101767825	0.1992649170566504	0.2713242391325446	0.2926230073991583	0.4675522187480548	0.3753606169988783	0.3862584784068505	0.2223125226136	0.16286087930706078	0.20565815632021117	0.16607230090708727	1379.1893819362376	742.2805411544396	0.039366118039443156	0.030750114988892845	144.0	0.17006206512451172	0.05646197497844696	0.0006982599734328687	0.0017552649369463325
-82.50500078089189	94.1533837335755	-27.101466138229913	75.66221195706991	-27.513670474503535	35.57133341703346	-20.290782451945468	25.11094582232567	-15.36064529927621	11.344384402632679	-13.393382850798975	8.138590851930811	-8.49706870077286	0.3694161962488214	0.31479731895235424	0.5479547582916457	0.35689507162281353	0.520970141906708	0.4558270914816514	0.44244180207094075	0.4868549931944482	0.36744791764651713	0.5600454428865221	0.4925931389766641	0.5080220816129407	2503.94548833885	403.5779835464329	0.16753371519721577	0.05050237765193772	129.0	0.14172586798667908	0.02487923949956894	0.005138886161148548	0.004022759385406971
-252.49301586291355	104.93710926459671	15.332312379803115	42.666971368708474	6.7830585390057	21.60568373693321	-1.297841291070252	5.675407762209724	-16.632635084362835	12.173102273094564	-1.9472848618653718	1.950844286308131	-0.8903191633141351	0.21059026721224205	0.16081007792481186	0.18927632644811218	0.20311403415026208	0.21743984672630537	0.28001448919496985	0.32918954811512874	0.25014302739350874	0.32984472132409515	0.3768633400257046	0.2982800027647935	0.39362196311418535	1537.5876985238385	439.4337948392972	0.056141769987432324	0.04149945968613148	83.0	0.07970637083053589	0.05437144264578819	0.0014776174211874604	0.001519115292467177
